haplogroup	ml_age_years	ml_ci95_lower_years	ml_ci95_upper_years	ml_age_kya	ml_ci95_lower_kya	ml_ci95_upper_kya	n_samples	calibration_method	confidence	flag
U7a2a	8600.8	3490.8	13868.6	8.6007	3.4908	13.8686	4	single_child_interpolation	NA	
U7a2a'e	11985.1	6879.1	17236.8	11.9851	6.8791	17.2368	4	rho_fallback_no_desc	NA	
U7a2a'e'f	14766.0	9581.5	20092.3	14.766	9.5815	20.0923	4	rho_fallback_no_desc	NA	
U7a2a1	5593.1	1745.4	10826.2	5.5931	1.7454	10.8262	2	single_child_interpolation	NA	
U7a2a1b	2585.4	0.0	7783.8	2.5854	0.0000	7.7838	2	rho_fallback_no_desc	NA	
U7a2c	9200.6	6572.8	12502.1	9.2006	6.5728	12.5021	4	single_child_interpolation	NA	
U7a2c1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
U7a2d	12233.7	8727.5	15807.5	12.2337	8.7275	15.8075	6	single_child_interpolation	NA	
U7a2d1	8064.5	5033.1	11151.3	8.0645	5.0331	11.1513	5	single_child_interpolation	NA	
U7a2d1a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
U7a2e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a2f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3	19076.1	17034.6	21137.4	19.0761	17.0346	21.1374	45	rho_direct	low	ci_exceeds_ancestor
U7a30		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a31	14733.1	8793.8		14.7331	8.7938	NA	1	single_child_interpolation	NA	
U7a31b	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a31b1		0.0			0.0000	NA	1	single_child_interpolation	NA	
U7a31b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a31b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a33		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a34	0.0	0.0	0.0	0.0	0.0000	0.0000	2	rho_fallback_no_desc	NA	
U7a34^	9428.0	8793.8	10066.1	9.428	8.7938	10.0662	2	single_child_interpolation	NA	
U7a35		8793.8			8.7938	NA	1	single_child_interpolation	NA	
U7a35a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a36		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a39		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a	15555.5	13050.7	18092.3	15.5555	13.0507	18.0923	32	rho_direct	NA	
U7a3a10	1934.8	0.0	4391.4	1.9348	0.0000	4.3914	4	rho_fallback_no_desc	NA	
U7a3a11	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3a12	7777.8	6525.4		7.7778	6.5254	NA	1	single_child_interpolation	NA	
U7a3a12a	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3a13		6525.4			6.5254	NA	0	single_child_interpolation	NA	
U7a3a13a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a3	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3a5	23832.2	21930.5	25749.6	23.8322	21.9305	25.7496	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7a3a5a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a5b	19532.8	17669.0	21413.0	19.5328	17.6690	21.4130	3	single_child_interpolation	low	ci_exceeds_ancestor
U7a3a5b1	15989.3	14157.8	17837.8	15.9893	14.1578	17.8378	3	single_child_interpolation	low	ci_exceeds_ancestor
U7a3a5b1a	10161.9	8389.0	11952.7	10.1619	8.3890	11.9527	3	single_child_interpolation	NA	
U7a3a5b1a1	4334.4	2620.2	6067.7	4.3344	2.6202	6.0677	3	rho_fallback_no_desc	NA	
U7a3a6	9051.5	4349.8	13884.6	9.0515	4.3498	13.8846	7	rho_fallback_no_desc	NA	
U7a3a6a	7133.9	4783.1	9550.5	7.1339	4.7831	9.5505	4	single_child_interpolation	low	ci_exceeds_ancestor
U7a3a6a1	5216.4	5216.4	5216.4	5.2164	5.2164	5.2164	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7a3a6b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a6c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a6d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a6e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a7	16823.8	15271.6	18387.9	16.8238	15.2716	18.3879	13	rho_direct	low	ci_exceeds_ancestor
U7a3a7a	12676.5	11323.8	14039.1	12.6765	11.3238	14.0391	8	rho_fallback_no_desc	NA	
U7a3a7a1	2585.4	513.0	4687.0	2.5854	0.5130	4.6870	4	rho_fallback_no_desc	NA	
U7a3a7a1^	7630.9	5918.4	9363.0	7.6309	5.9184	9.3630	5	single_child_interpolation	NA	
U7a3a7a1a	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3a7a1a^	1292.7	256.5		1.2927	0.2565	NA	4	single_child_interpolation	NA	
U7a3a7a1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a7a2	10610.1	10610.1	10610.1	10.6101	10.6101	10.6101	2	rho_fallback_no_desc	NA	
U7a3a7a3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a7a^	14750.1	13297.7	16213.5	14.7501	13.2977	16.2135	8	single_child_interpolation	low	ci_exceeds_ancestor
U7a3a7b	7353.1	4791.9	9954.3	7.3531	4.7919	9.9543	5	rho_fallback_no_desc	NA	
U7a3a7b1	5881.1	4580.9	7191.9	5.8811	4.5809	7.1919	4	rho_fallback_no_desc	NA	
U7a3a7b1a	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
U7a3a7b1a^	3368.9	2290.4	4871.3	3.3689	2.2904	4.8713	3	single_child_interpolation	NA	
U7a3a7b1b	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3a7b1c		2290.4			2.2904	NA	0	single_child_interpolation	NA	
U7a3a7b1c_16362	16823.8	15271.6	18387.9	16.8238	15.2716	18.3879	0	ancestor_only	NA	
U7a3a7b2		2395.9			2.3960	NA	0	single_child_interpolation	NA	
U7a3a7b2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a7b3		2395.9			2.3960	NA	0	single_child_interpolation	NA	
U7a3a7b3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3a9	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
U7a3b	17082.8	14501.4	19699.3	17.0828	14.5014	19.6993	13	single_child_interpolation	NA	
U7a3b10		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b2	12508.0	9676.4	15383.5	12.508	9.6764	15.3834	6	single_child_interpolation	NA	
"U7a3b2""10"	15089.5	11968.2	18261.3	15.0895	11.9682	18.2613	13	rho_direct	NA	
U7a3b2a	9926.5	7384.6	12505.6	9.9265	7.3846	12.5056	4	rho_fallback_no_desc	NA	
U7a3b2a1	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3b2a1_16318	15089.5	11968.2	18261.3	15.0895	11.9682	18.2613	0	ancestor_only	NA	
U7a3b2a1a	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3b2a2	6103.3	4369.6	7855.7	6.1033	4.3696	7.8557	3	rho_fallback_no_desc	NA	
U7a3b2a2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b2a2b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b2a2c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b4	11296.3	4350.2	18519.3	11.2963	4.3502	18.5193	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7a3b4a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
U7a3b4a1	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3b4a1^	3240.4	669.4		3.2404	0.6694	NA	1	single_child_interpolation	NA	
U7a3b4a2		669.4			0.6694	NA	0	single_child_interpolation	NA	
U7a3b4a2a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b4b		2175.1			2.1751	NA	1	single_child_interpolation	NA	
U7a3b4b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b4c	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3b5	12849.8	5984.1		12.8498	5.9841	NA	1	single_child_interpolation	NA	
U7a3b5a		2992.1			2.9921	NA	1	single_child_interpolation	NA	
U7a3b5a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a3b8	10153.0	5984.1		10.153	5.9841	NA	2	single_child_interpolation	NA	
U7a3b8a	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a3b9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4	16280.2	14707.2	17865.6	16.2802	14.7072	17.8656	26	rho_direct	NA	
U7a40		8793.8			8.7938	NA	0	single_child_interpolation	NA	
U7a40a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a41		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a42	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a43	23308.8	8793.8		23.3088	8.7938	NA	3	single_child_interpolation	NA	
U7a43_16234	18856.1	17587.6	20132.3	18.8561	17.5876	20.1323	0	ancestor_only	NA	
U7a4a	13834.5	12062.2	15623.5	13.8345	12.0622	15.6235	18	rho_direct	NA	
U7a4a1	8857.6	6814.2	10925.6	8.8576	6.8142	10.9256	14	rho_direct	NA	
U7a4a1a	8431.9	6459.3	10427.6	8.4319	6.4593	10.4276	5	rho_fallback_no_desc	NA	
U7a4a1a1	5508.6	3229.7		5.5086	3.2296	NA	1	single_child_interpolation	NA	
U7a4a1a1a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a4a1a3	7891.7	4867.6	10971.0	7.8917	4.8676	10.9710	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7a4a1a3a	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
U7a4a1a3b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4a1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4a1c	6376.5	4076.4	8710.4	6.3765	4.0764	8.7104	2	single_child_interpolation	NA	
U7a4a1c2	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
U7a4a1d		3407.1			3.4071	NA	0	single_child_interpolation	NA	
U7a4a1d1		1703.5			1.7035	NA	0	single_child_interpolation	NA	
U7a4a1d1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4a1g		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4a1i		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4a1j	8374.6	3407.1		8.3746	3.4071	NA	1	single_child_interpolation	NA	
U7a4a1j1	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a4a2	8210.0	7323.8	9104.5	8.21	7.3238	9.1044	4	single_child_interpolation	NA	
U7a4a2a	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	3	rho_fallback_no_desc	NA	
U7a4b	11709.3	8975.5	14484.5	11.7093	8.9755	14.4845	5	rho_fallback_no_desc	NA	
U7a4b3	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a4b4		4487.8			4.4878	NA	0	single_child_interpolation	NA	
U7a4b4a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4b5	7147.3	4487.8		7.1473	4.4878	NA	3	single_child_interpolation	NA	
U7a4b5a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a4e	9699.2	3398.9	16234.6	9.6992	3.3989	16.2346	3	rho_fallback_no_desc	NA	
U7a4e1	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a4e1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4e1b	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a4e1c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4e1d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a4e2	6142.3	1699.5		6.1423	1.6995	NA	2	single_child_interpolation	NA	
U7a4e2a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a5	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
U7a5'36	11985.1	9299.9	14710.0	11.9851	9.2999	14.7100	2	rho_fallback_no_desc	NA	
U7a5'36'39	14766.0	12040.3	17530.4	14.766	12.0403	17.5304	2	rho_fallback_no_desc	NA	
U7a5a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a5b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a5c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a5d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a5e	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U7a6	5976.3	5015.5	6942.8	5.9763	5.0155	6.9428	7	rho_fallback_no_desc	NA	
U7a6a	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
U7a6b		2507.8			2.5078	NA	3	single_child_interpolation	NA	
U7a6b1		1253.9			1.2539	NA	0	single_child_interpolation	NA	
U7a6b1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a6c	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
U7a6d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a7	12702.3	10767.8	14661.8	12.7023	10.7677	14.6617	3	single_child_interpolation	NA	
U7a7a	9625.5	7357.8	11926.5	9.6255	7.3578	11.9265	2	single_child_interpolation	NA	
U7a7a3	6548.6	3947.9	9191.2	6.5486	3.9479	9.1912	2	rho_fallback_no_desc	NA	
U7a8		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a8a		0.0			0.0000	NA	0	single_child_interpolation	NA	
U7a8a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a8b		0.0			0.0000	NA	0	single_child_interpolation	NA	
U7a8b3		0.0			0.0000	NA	0	single_child_interpolation	NA	
U7a8b3a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a9		8793.8			8.7938	NA	0	single_child_interpolation	NA	
U7a9a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7a_16129	18856.1	17587.6	20132.3	18.8561	17.5876	20.1323	0	ancestor_only	NA	
U7b	11731.8	10028.9	13450.6	11.7318	10.0289	13.4506	49	rho_direct	NA	
U7b1	3254.7	2507.2		3.2547	2.5072	NA	2	single_child_interpolation	NA	
U7b10	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b10a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b10b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b11		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b13		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b14	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
U7b16	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
U7b17	6294.2	5014.4	8000.6	6.2942	5.0145	8.0007	4	single_child_interpolation	NA	
U7b17a	856.7	0.0	2550.7	0.8567	0.0000	2.5507	3	rho_fallback_no_desc	NA	
U7b19	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b19a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b19b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b1^	6509.3	5014.4	8646.6	6.5093	5.0145	8.6466	2	single_child_interpolation	NA	
U7b1_16362	11731.8	10028.9	13450.6	11.7318	10.0289	13.4506	0	ancestor_only	NA	
U7b2	3240.4	669.4		3.2404	0.6694	NA	1	single_child_interpolation	NA	
"U7b2""43"	10127.3	8286.8	11987.1	10.1273	8.2868	11.9871	17	rho_direct	NA	
U7b2'43	3895.3	1338.7	6495.1	3.8953	1.3387	6.4951	2	rho_fallback_no_desc	NA	
U7b2'43^	6116.6	3728.0	8542.1	6.1166	3.7280	8.5421	2	single_child_interpolation	NA	
U7b2'43^^	8338.0	6117.3	10589.2	8.338	6.1173	10.5892	2	single_child_interpolation	NA	
U7b21	9991.2	5627.3		9.9912	5.6273	NA	1	single_child_interpolation	NA	
U7b21a		2813.7			2.8136	NA	1	single_child_interpolation	NA	
U7b21a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b22	10631.1	0.0		10.6311	0.0000	NA	1	single_child_interpolation	NA	
U7b22'40	13370.5	0.0		13.3705	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b22a	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b23	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b24	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b24a		0.0			0.0000	NA	1	single_child_interpolation	NA	
U7b24a1		0.0			0.0000	NA	0	single_child_interpolation	NA	
U7b24a1a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b24b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b26		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b28		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b29	10488.7	5014.4	18252.3	10.4887	5.0145	18.2523	2	single_child_interpolation	low	ci_exceeds_ancestor
U7b29a	9245.6	0.0	23054.1	9.2456	0.0000	23.0541	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7b2a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b3	14068.2	5627.3		14.0683	5.6273	NA	2	single_child_interpolation	NA	
U7b3'21'26	14766.0	11254.6	18341.9	14.766	11.2546	18.3419	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7b34	13370.5	5232.4	21874.3	13.3705	5.2324	21.8743	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7b34a	16171.7	0.0		16.1717	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b34a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b34a2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b34b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b34b1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b34b2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b34b2^		0.0			0.0000	NA	0	single_child_interpolation	NA	
U7b34b^		2616.2			2.6162	NA	0	single_child_interpolation	NA	
U7b34c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b34c^		2616.2			2.6162	NA	0	single_child_interpolation	NA	
U7b34d	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b34e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b34f		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b35		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b36		5014.4			5.0145	NA	0	single_child_interpolation	NA	
U7b36a		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b37		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b38		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b39		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b3a	12339.2	2813.7		12.3392	2.8136	NA	1	single_child_interpolation	NA	
U7b3a1	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b4	7011.3	5215.4	8826.9	7.0113	5.2154	8.8269	6	single_child_interpolation	NA	
U7b40		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b41	5865.9	5014.4	6725.3	5.8659	5.0145	6.7253	2	single_child_interpolation	NA	
U7b41a	0.0	0.0	0.0	0.0	0.0000	0.0000	2	rho_fallback_no_desc	NA	
U7b42		5014.4			5.0145	NA	1	single_child_interpolation	NA	
U7b42_16129	11731.8	10028.9	13450.6	11.7318	10.0289	13.4506	0	ancestor_only	NA	
U7b43		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b44		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b45		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b46		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b47		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b47^		5014.4			5.0145	NA	0	single_child_interpolation	NA	
U7b48		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b4a	3895.3	2144.0	5666.7	3.8953	2.1440	5.6667	6	rho_fallback_no_desc	NA	
U7b5	7218.8	1117.3	13553.1	7.2188	1.1173	13.5531	4	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7b5a	9245.6	1442.2	17416.8	9.2456	1.4422	17.4168	2	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7b5a2	10610.1	0.0		10.6101	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b5a_16261	10127.3	8286.8	11987.1	10.1273	8.2868	11.9871	0	ancestor_only	NA	
U7b5b	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U7b5c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b6	8793.1	4171.2	13542.7	8.7931	4.1712	13.5427	3	rho_fallback_no_desc	low	ci_exceeds_ancestor
U7b6+195		2085.6			2.0856	NA	0	single_child_interpolation	NA	
U7b6_195_146	11731.8	10028.9	13450.6	11.7318	10.0289	13.4506	0	ancestor_only	NA	
U7b6_200	11731.8	10028.9	13450.6	11.7318	10.0289	13.4506	0	ancestor_only	NA	
U7b6a	5040.0	2085.6	8692.7	5.04	2.0856	8.6927	3	single_child_interpolation	NA	
U7b6a1	1286.9	0.0	3842.7	1.2869	0.0000	3.8427	2	rho_fallback_no_desc	NA	
U7b7	2585.4	2585.4	2585.4	2.5854	2.5854	2.5854	2	rho_fallback_no_desc	NA	
U7b9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b9a		0.0			0.0000	NA	0	single_child_interpolation	NA	
U7b9a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7b9b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7c	10610.1	5322.5	16058.8	10.6101	5.3225	16.0588	3	rho_fallback_no_desc	NA	
U7c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7c2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7d	12231.8	9136.0	15415.2	12.2317	9.1360	15.4153	2	single_child_interpolation	NA	
U7d1	5216.4	102.5	10500.5	5.2164	0.1025	10.5005	2	rho_fallback_no_desc	NA	
U7e		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7f		9084.8			9.0848	NA	0	single_child_interpolation	NA	
U7f1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7g		9084.8			9.0848	NA	0	single_child_interpolation	NA	
U7g1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U7n	13569.4	9084.8		13.5694	9.0848	NA	1	single_child_interpolation	NA	
U7n1	7891.7	0.0		7.8917	0.0000	NA	1	rho_fallback_no_desc	NA	
U8	51262.2	50567.5	51958.2	51.2622	50.5675	51.9582	719	rho_direct	low	ci_exceeds_ancestor
U8a	21210.9	19799.8	22631.2	21.2109	19.7998	22.6312	34	rho_direct	NA	
U8a1	19012.5	17784.3	20247.8	19.0125	17.7843	20.2478	30	rho_direct	NA	
U8a1a	10903.9	9723.1	12092.4	10.9039	9.7231	12.0924	28	rho_direct	NA	
U8a1a1	8567.3	7139.1	10007.5	8.5673	7.1391	10.0075	20	rho_direct	NA	
U8a1a12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a15		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a	8973.9	6282.8	11707.6	8.9739	6.2828	11.7076	5	rho_fallback_no_desc	low	ci_exceeds_ancestor
U8a1a1a1	5779.6	3141.4		5.7796	3.1414	NA	2	single_child_interpolation	NA	
U8a1a1a11		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a12		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a13		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a1b	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a1a2	5779.6	3141.4		5.7796	3.1414	NA	2	single_child_interpolation	NA	
U8a1a1a2a	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a1a4		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
"U8a1a1a4""13"	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a1a4a		0.0			0.0000	NA	0	single_child_interpolation	NA	
U8a1a1a4a1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a4b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a4c		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a5		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a6		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a7		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1a8	0.0	0.0		0.0	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a1a9		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1b	5747.9	4238.9	7271.3	5.7479	4.2389	7.2713	10	rho_direct	NA	
U8a1a1b1	3457.4	1304.9	5640.8	3.4574	1.3049	5.6408	6	rho_fallback_no_desc	NA	
U8a1a1b1_16519	5747.9	4238.9	7271.3	5.7479	4.2389	7.2713	0	ancestor_only	NA	
U8a1a1b1a	5216.4	0.0		5.2164	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a1b1b		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1b1c		652.5			0.6525	NA	0	single_child_interpolation	NA	
U8a1a1b1c1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1b1d		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1b1f	2585.4	0.0		2.5854	0.0000	NA	1	rho_fallback_no_desc	NA	
U8a1a1b1f1		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1b1f2		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
U8a1a1b1g		652.5			0.6525	NA	0	single_child_interpolation	NA	
U8a1a1b1g_200	5747.9	4238.9	7271.3	5.7479	4.2389	7.2713	0	ancestor_only	NA	
U8a1a1b3		0.0			0.0000	NA	0	rho_fallback_no_desc	NA	
