Category	Group	Time Window	Window Start (Years)	Feature	Median
Western Highland	Highland	2000-2500 Years	2000	Time of Maximum Contraction	2000
Western Highland	Highland	2000-2500 Years	2000	Maximum Contraction Rate	0.64023
Central Segment	Corridor Segment	2500-3000 Years	2500	Mean Log Effective Population Size	9.78261
Central Segment	Corridor Segment	2500-3000 Years	2500	Net Change in Log Effective Population Size	-0.01
Central Segment	Corridor Segment	2500-3000 Years	2500	Mean Rate of Change	-3e-5
Central Segment	Corridor Segment	2500-3000 Years	2500	Fluctuation Amplitude	0.0663
Central Segment	Corridor Segment	2500-3000 Years	2500	Time of Maximum Expansion	2600
Central Segment	Corridor Segment	2500-3000 Years	2500	Maximum Expansion Rate	-0.02031
Central Segment	Corridor Segment	2500-3000 Years	2500	Time of Maximum Contraction	3000
Central Segment	Corridor Segment	2500-3000 Years	2500	Maximum Contraction Rate	-0.10915
North China	Northern Lowland	2500-3000 Years	2500	Mean Log Effective Population Size	11.10391
North China	Northern Lowland	2500-3000 Years	2500	Net Change in Log Effective Population Size	0.23991
North China	Northern Lowland	2500-3000 Years	2500	Mean Rate of Change	6e-4
North China	Northern Lowland	2500-3000 Years	2500	Fluctuation Amplitude	0.24008
North China	Northern Lowland	2500-3000 Years	2500	Time of Maximum Expansion	3000
North China	Northern Lowland	2500-3000 Years	2500	Maximum Expansion Rate	0.61728
North China	Northern Lowland	2500-3000 Years	2500	Time of Maximum Contraction	2600
North China	Northern Lowland	2500-3000 Years	2500	Maximum Contraction Rate	0.50512
Northern Segment	Corridor Segment	2500-3000 Years	2500	Mean Log Effective Population Size	10.60859
Northern Segment	Corridor Segment	2500-3000 Years	2500	Net Change in Log Effective Population Size	0.2371
Northern Segment	Corridor Segment	2500-3000 Years	2500	Mean Rate of Change	5.9e-4
Northern Segment	Corridor Segment	2500-3000 Years	2500	Fluctuation Amplitude	0.2371
Northern Segment	Corridor Segment	2500-3000 Years	2500	Time of Maximum Expansion	2600
Northern Segment	Corridor Segment	2500-3000 Years	2500	Maximum Expansion Rate	0.64381
Northern Segment	Corridor Segment	2500-3000 Years	2500	Time of Maximum Contraction	3000
Northern Segment	Corridor Segment	2500-3000 Years	2500	Maximum Contraction Rate	0.47592
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Mean Log Effective Population Size	9.30965
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Net Change in Log Effective Population Size	-0.12825
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Mean Rate of Change	-3.2e-4
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Fluctuation Amplitude	0.12825
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Time of Maximum Expansion	2600
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Maximum Expansion Rate	-0.10765
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Time of Maximum Contraction	3000
Panxi and Liangshan	Sichuan Region	2500-3000 Years	2500	Maximum Contraction Rate	-0.34257
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Mean Log Effective Population Size	9.24939
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Net Change in Log Effective Population Size	0.18734
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Mean Rate of Change	4.7e-4
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Fluctuation Amplitude	0.18734
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Time of Maximum Expansion	2600
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Maximum Expansion Rate	0.57195
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Time of Maximum Contraction	3000
Qinghai-Tibet Plateau Core	Highland	2500-3000 Years	2500	Maximum Contraction Rate	0.34768
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Mean Log Effective Population Size	11.22166
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Net Change in Log Effective Population Size	0.36232
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Mean Rate of Change	9.1e-4
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Fluctuation Amplitude	0.36232
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Time of Maximum Expansion	3000
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Maximum Expansion Rate	0.64845
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Time of Maximum Contraction	2600
Sichuan Basin	Sichuan Region	2500-3000 Years	2500	Maximum Contraction Rate	0.30587
Southern Segment	Corridor Segment	2500-3000 Years	2500	Mean Log Effective Population Size	11.29546
Southern Segment	Corridor Segment	2500-3000 Years	2500	Net Change in Log Effective Population Size	0.27324
Southern Segment	Corridor Segment	2500-3000 Years	2500	Mean Rate of Change	6.8e-4
Southern Segment	Corridor Segment	2500-3000 Years	2500	Fluctuation Amplitude	0.28165
Southern Segment	Corridor Segment	2500-3000 Years	2500	Time of Maximum Expansion	3000
Southern Segment	Corridor Segment	2500-3000 Years	2500	Maximum Expansion Rate	0.65158
Southern Segment	Corridor Segment	2500-3000 Years	2500	Time of Maximum Contraction	2600
Southern Segment	Corridor Segment	2500-3000 Years	2500	Maximum Contraction Rate	-0.15071
Western Highland	Highland	2500-3000 Years	2500	Mean Log Effective Population Size	8.96814
Western Highland	Highland	2500-3000 Years	2500	Net Change in Log Effective Population Size	0.24313
Western Highland	Highland	2500-3000 Years	2500	Mean Rate of Change	6.1e-4
Western Highland	Highland	2500-3000 Years	2500	Fluctuation Amplitude	0.24313
Western Highland	Highland	2500-3000 Years	2500	Time of Maximum Expansion	2600
Western Highland	Highland	2500-3000 Years	2500	Maximum Expansion Rate	0.66804
Western Highland	Highland	2500-3000 Years	2500	Time of Maximum Contraction	3000
Western Highland	Highland	2500-3000 Years	2500	Maximum Contraction Rate	0.48182
Central Segment	Corridor Segment	3000-3500 Years	3000	Mean Log Effective Population Size	9.79791
Central Segment	Corridor Segment	3000-3500 Years	3000	Net Change in Log Effective Population Size	-0.03693
Central Segment	Corridor Segment	3000-3500 Years	3000	Mean Rate of Change	-9e-5
Central Segment	Corridor Segment	3000-3500 Years	3000	Fluctuation Amplitude	0.05485
Central Segment	Corridor Segment	3000-3500 Years	3000	Time of Maximum Expansion	3000
Central Segment	Corridor Segment	3000-3500 Years	3000	Maximum Expansion Rate	-0.02826
Central Segment	Corridor Segment	3000-3500 Years	3000	Time of Maximum Contraction	3400
Central Segment	Corridor Segment	3000-3500 Years	3000	Maximum Contraction Rate	-0.17773
North China	Northern Lowland	3000-3500 Years	3000	Mean Log Effective Population Size	10.85731
North China	Northern Lowland	3000-3500 Years	3000	Net Change in Log Effective Population Size	0.28402
North China	Northern Lowland	3000-3500 Years	3000	Mean Rate of Change	7.1e-4
North China	Northern Lowland	3000-3500 Years	3000	Fluctuation Amplitude	0.28402
North China	Northern Lowland	3000-3500 Years	3000	Time of Maximum Expansion	3400
North China	Northern Lowland	3000-3500 Years	3000	Maximum Expansion Rate	0.76142
North China	Northern Lowland	3000-3500 Years	3000	Time of Maximum Contraction	3000
North China	Northern Lowland	3000-3500 Years	3000	Maximum Contraction Rate	0.60158
Northern Segment	Corridor Segment	3000-3500 Years	3000	Mean Log Effective Population Size	10.37732
Northern Segment	Corridor Segment	3000-3500 Years	3000	Net Change in Log Effective Population Size	0.20071
Northern Segment	Corridor Segment	3000-3500 Years	3000	Mean Rate of Change	5e-4
Northern Segment	Corridor Segment	3000-3500 Years	3000	Fluctuation Amplitude	0.20071
Northern Segment	Corridor Segment	3000-3500 Years	3000	Time of Maximum Expansion	3000
Northern Segment	Corridor Segment	3000-3500 Years	3000	Maximum Expansion Rate	0.47623
Northern Segment	Corridor Segment	3000-3500 Years	3000	Time of Maximum Contraction	3400
Northern Segment	Corridor Segment	3000-3500 Years	3000	Maximum Contraction Rate	0.28609
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Mean Log Effective Population Size	9.50065
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Net Change in Log Effective Population Size	-0.21565
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Mean Rate of Change	-5.4e-4
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Fluctuation Amplitude	0.21565
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Time of Maximum Expansion	3000
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Maximum Expansion Rate	-0.34257
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Time of Maximum Contraction	3200
Panxi and Liangshan	Sichuan Region	3000-3500 Years	3000	Maximum Contraction Rate	-0.38528
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Mean Log Effective Population Size	9.07426
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Net Change in Log Effective Population Size	0.13932
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Mean Rate of Change	3.5e-4
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Fluctuation Amplitude	0.13932
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Time of Maximum Expansion	3000
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Maximum Expansion Rate	0.34925
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Time of Maximum Contraction	3400
Qinghai-Tibet Plateau Core	Highland	3000-3500 Years	3000	Maximum Contraction Rate	0.14802
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Mean Log Effective Population Size	10.69067
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Net Change in Log Effective Population Size	0.5352
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Mean Rate of Change	0.00134
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Fluctuation Amplitude	0.5352
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Time of Maximum Expansion	3000
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Maximum Expansion Rate	0.65673
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Time of Maximum Contraction	3400
Sichuan Basin	Sichuan Region	3000-3500 Years	3000	Maximum Contraction Rate	0.19073
Southern Segment	Corridor Segment	3000-3500 Years	3000	Mean Log Effective Population Size	10.71399
Southern Segment	Corridor Segment	3000-3500 Years	3000	Net Change in Log Effective Population Size	0.72434
Southern Segment	Corridor Segment	3000-3500 Years	3000	Mean Rate of Change	0.00181
Southern Segment	Corridor Segment	3000-3500 Years	3000	Fluctuation Amplitude	0.72434
Southern Segment	Corridor Segment	3000-3500 Years	3000	Time of Maximum Expansion	3200
Southern Segment	Corridor Segment	3000-3500 Years	3000	Maximum Expansion Rate	0.78236000000000006
Southern Segment	Corridor Segment	3000-3500 Years	3000	Time of Maximum Contraction	3400
Southern Segment	Corridor Segment	3000-3500 Years	3000	Maximum Contraction Rate	0.56372
Western Highland	Highland	3000-3500 Years	3000	Mean Log Effective Population Size	8.73676
Western Highland	Highland	3000-3500 Years	3000	Net Change in Log Effective Population Size	0.20512
Western Highland	Highland	3000-3500 Years	3000	Mean Rate of Change	5.1e-4
Western Highland	Highland	3000-3500 Years	3000	Fluctuation Amplitude	0.20512
Western Highland	Highland	3000-3500 Years	3000	Time of Maximum Expansion	3000
Western Highland	Highland	3000-3500 Years	3000	Maximum Expansion Rate	0.48182
Western Highland	Highland	3000-3500 Years	3000	Time of Maximum Contraction	3400
Western Highland	Highland	3000-3500 Years	3000	Maximum Contraction Rate	0.23746
Central Segment	Corridor Segment	3500-4000 Years	3500	Mean Log Effective Population Size	9.9325
Central Segment	Corridor Segment	3500-4000 Years	3500	Net Change in Log Effective Population Size	-0.09435
Central Segment	Corridor Segment	3500-4000 Years	3500	Mean Rate of Change	-2.4e-4
Central Segment	Corridor Segment	3500-4000 Years	3500	Fluctuation Amplitude	0.11305
Central Segment	Corridor Segment	3500-4000 Years	3500	Time of Maximum Expansion	4000
Central Segment	Corridor Segment	3500-4000 Years	3500	Maximum Expansion Rate	-0.00739
Central Segment	Corridor Segment	3500-4000 Years	3500	Time of Maximum Contraction	3600
Central Segment	Corridor Segment	3500-4000 Years	3500	Maximum Contraction Rate	-0.11306
North China	Northern Lowland	3500-4000 Years	3500	Mean Log Effective Population Size	10.37297
North China	Northern Lowland	3500-4000 Years	3500	Net Change in Log Effective Population Size	0.32025
North China	Northern Lowland	3500-4000 Years	3500	Mean Rate of Change	8e-4
North China	Northern Lowland	3500-4000 Years	3500	Fluctuation Amplitude	0.32025
North China	Northern Lowland	3500-4000 Years	3500	Time of Maximum Expansion	3600
North China	Northern Lowland	3500-4000 Years	3500	Maximum Expansion Rate	0.7401
North China	Northern Lowland	3500-4000 Years	3500	Time of Maximum Contraction	4000
North China	Northern Lowland	3500-4000 Years	3500	Maximum Contraction Rate	0.54507
Northern Segment	Corridor Segment	3500-4000 Years	3500	Mean Log Effective Population Size	10.2759
Northern Segment	Corridor Segment	3500-4000 Years	3500	Net Change in Log Effective Population Size	-0.05158
Northern Segment	Corridor Segment	3500-4000 Years	3500	Mean Rate of Change	-1.3e-4
Northern Segment	Corridor Segment	3500-4000 Years	3500	Fluctuation Amplitude	0.08734
Northern Segment	Corridor Segment	3500-4000 Years	3500	Time of Maximum Expansion	3600
Northern Segment	Corridor Segment	3500-4000 Years	3500	Maximum Expansion Rate	0.18202
Northern Segment	Corridor Segment	3500-4000 Years	3500	Time of Maximum Contraction	4000
Northern Segment	Corridor Segment	3500-4000 Years	3500	Maximum Contraction Rate	0.03424
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Mean Log Effective Population Size	9.7437
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Net Change in Log Effective Population Size	-0.14393
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Mean Rate of Change	-3.6e-4
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Fluctuation Amplitude	0.14393
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Time of Maximum Expansion	4000
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Maximum Expansion Rate	-0.08219
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Time of Maximum Contraction	3600
Panxi and Liangshan	Sichuan Region	3500-4000 Years	3500	Maximum Contraction Rate	-0.34257
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Mean Log Effective Population Size	9.05623
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Net Change in Log Effective Population Size	-0.08714
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Mean Rate of Change	-2.2e-4
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Fluctuation Amplitude	0.10151
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Time of Maximum Expansion	3600
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Maximum Expansion Rate	0.03364
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Time of Maximum Contraction	4000
Qinghai-Tibet Plateau Core	Highland	3500-4000 Years	3500	Maximum Contraction Rate	-0.10396
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Mean Log Effective Population Size	10.68158
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Net Change in Log Effective Population Size	-0.49958
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Mean Rate of Change	-0.00125
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Fluctuation Amplitude	0.49958
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Time of Maximum Expansion	3600
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Maximum Expansion Rate	-0.17713
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Time of Maximum Contraction	4000
Sichuan Basin	Sichuan Region	3500-4000 Years	3500	Maximum Contraction Rate	-0.60325
Southern Segment	Corridor Segment	3500-4000 Years	3500	Mean Log Effective Population Size	10.30211
Southern Segment	Corridor Segment	3500-4000 Years	3500	Net Change in Log Effective Population Size	-0.27259
Southern Segment	Corridor Segment	3500-4000 Years	3500	Mean Rate of Change	-6.8e-4
Southern Segment	Corridor Segment	3500-4000 Years	3500	Fluctuation Amplitude	0.29078
Southern Segment	Corridor Segment	3500-4000 Years	3500	Time of Maximum Expansion	3600
Southern Segment	Corridor Segment	3500-4000 Years	3500	Maximum Expansion Rate	0.23835
Southern Segment	Corridor Segment	3500-4000 Years	3500	Time of Maximum Contraction	4000
Southern Segment	Corridor Segment	3500-4000 Years	3500	Maximum Contraction Rate	-0.5516
Western Highland	Highland	3500-4000 Years	3500	Mean Log Effective Population Size	8.67236
Western Highland	Highland	3500-4000 Years	3500	Net Change in Log Effective Population Size	-0.10544
Western Highland	Highland	3500-4000 Years	3500	Mean Rate of Change	-2.6e-4
Western Highland	Highland	3500-4000 Years	3500	Fluctuation Amplitude	0.11313
Western Highland	Highland	3500-4000 Years	3500	Time of Maximum Expansion	3600
Western Highland	Highland	3500-4000 Years	3500	Maximum Expansion Rate	0.07921
Western Highland	Highland	3500-4000 Years	3500	Time of Maximum Contraction	4000
Western Highland	Highland	3500-4000 Years	3500	Maximum Contraction Rate	-0.09499
Central Segment	Corridor Segment	4000-4500 Years	4000	Mean Log Effective Population Size	10.00116
Central Segment	Corridor Segment	4000-4500 Years	4000	Net Change in Log Effective Population Size	0.0116
Central Segment	Corridor Segment	4000-4500 Years	4000	Mean Rate of Change	3e-5
Central Segment	Corridor Segment	4000-4500 Years	4000	Fluctuation Amplitude	0.06356
Central Segment	Corridor Segment	4000-4500 Years	4000	Time of Maximum Expansion	4400
