Quantity	Window Type	Time Window	Window Start (Years)	Category	Second Category	Group	Cluster	Component	Score Component	Value	Reliable Window Coverage	Usable
Scatter Coordinate	Time Period	1500-2000 Years	1500	Sichuan Basin		Sichuan Region	Cluster 2	Component 1		5.76382	1.000	Yes
Scatter Coordinate	Time Period	1500-2000 Years	1500	Sichuan Basin		Sichuan Region	Cluster 2	Component 2		0.22435	1.000	Yes
Scatter Coordinate	Time Period	1500-2000 Years	1500	Southern Segment		Corridor Segment	Cluster 1	Component 1		0.71974	1.000	Yes
Scatter Coordinate	Time Period	1500-2000 Years	1500	Southern Segment		Corridor Segment	Cluster 1	Component 2		-1.27842	1.000	Yes
Scatter Coordinate	Time Period	1500-2000 Years	1500	Western Highland		Highland	Cluster 1	Component 1		-0.74300	1.000	Yes
Scatter Coordinate	Time Period	1500-2000 Years	1500	Western Highland		Highland	Cluster 1	Component 2		1.02153	1.000	Yes
Explained Variance	Time Period	1500-2000 Years	1500					Component 1		0.65449		
Explained Variance	Time Period	1500-2000 Years	1500					Component 2		0.23794		
Node Size	Time Period	1500-2000 Years	1500	Central Segment		Corridor Segment	Cluster 1			9.77391		Yes
Node Size	Time Period	1500-2000 Years	1500	North China		Northern Lowland	Cluster 1			11.47571		Yes
Node Size	Time Period	1500-2000 Years	1500	Northern Segment		Corridor Segment	Cluster 1			11.30272		Yes
Node Size	Time Period	1500-2000 Years	1500	Panxi and Liangshan		Sichuan Region	Cluster 1			9.41891		Yes
Node Size	Time Period	1500-2000 Years	1500	Qinghai-Tibet Plateau Core		Highland	Cluster 1			9.92741		Yes
Node Size	Time Period	1500-2000 Years	1500	Sichuan Basin		Sichuan Region	Cluster 2			11.50244		Yes
Node Size	Time Period	1500-2000 Years	1500	Southern Segment		Corridor Segment	Cluster 1			10.61302		Yes
Node Size	Time Period	1500-2000 Years	1500	Western Highland		Highland	Cluster 1			9.72006		Yes
Cluster Membership	Time Period	2000-2500 Years	2000	Central Segment		Corridor Segment	Cluster 3				1.000	Yes
Cluster Membership	Time Period	2000-2500 Years	2000	North China		Northern Lowland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	2000-2500 Years	2000	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	2000-2500 Years	2000	Panxi and Liangshan		Sichuan Region	Cluster 3				1.000	Yes
Cluster Membership	Time Period	2000-2500 Years	2000	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	2000-2500 Years	2000	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Period	2000-2500 Years	2000	Southern Segment		Corridor Segment	Cluster 4				1.000	Yes
Cluster Membership	Time Period	2000-2500 Years	2000	Western Highland		Highland	Cluster 1				1.000	Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Central Segment	North China	Corridor Segment				0.1260		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Central Segment	Northern Segment	Corridor Segment				0.0980		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Central Segment	Panxi and Liangshan	Corridor Segment				0.8080		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Central Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.2060		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Central Segment	Sichuan Basin	Corridor Segment				0.1740		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Central Segment	Southern Segment	Corridor Segment				0.0840		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Central Segment	Western Highland	Corridor Segment				0.1200		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	North China	Northern Segment	Northern Lowland				0.6260		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	North China	Panxi and Liangshan	Northern Lowland				0.1040		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	North China	Qinghai-Tibet Plateau Core	Northern Lowland				0.4300		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	North China	Sichuan Basin	Northern Lowland				0.0740		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	North China	Southern Segment	Northern Lowland				0.0000		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	North China	Western Highland	Northern Lowland				0.4700		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Northern Segment	Panxi and Liangshan	Corridor Segment				0.0860		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Northern Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.5740		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Northern Segment	Sichuan Basin	Corridor Segment				0.1100		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Northern Segment	Southern Segment	Corridor Segment				0.0000		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Northern Segment	Western Highland	Corridor Segment				0.6180		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Panxi and Liangshan	Qinghai-Tibet Plateau Core	Sichuan Region				0.2320		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Panxi and Liangshan	Sichuan Basin	Sichuan Region				0.1800		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Panxi and Liangshan	Southern Segment	Sichuan Region				0.0280		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Panxi and Liangshan	Western Highland	Sichuan Region				0.1100		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Qinghai-Tibet Plateau Core	Sichuan Basin	Highland				0.1120		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Qinghai-Tibet Plateau Core	Southern Segment	Highland				0.0040		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Qinghai-Tibet Plateau Core	Western Highland	Highland				0.6380		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Sichuan Basin	Southern Segment	Sichuan Region				0.1700		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Sichuan Basin	Western Highland	Sichuan Region				0.0620		Yes
Co-clustering Frequency	Time Period	2000-2500 Years	2000	Southern Segment	Western Highland	Corridor Segment				0.0000		Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Central Segment		Corridor Segment	Cluster 3	Component 1		-1.40917	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Central Segment		Corridor Segment	Cluster 3	Component 2		-1.71576	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	North China		Northern Lowland	Cluster 1	Component 1		1.05935	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	North China		Northern Lowland	Cluster 1	Component 2		1.06552	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Northern Segment		Corridor Segment	Cluster 1	Component 1		2.03478	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Northern Segment		Corridor Segment	Cluster 1	Component 2		1.12948	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Panxi and Liangshan		Sichuan Region	Cluster 3	Component 1		-0.80920	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Panxi and Liangshan		Sichuan Region	Cluster 3	Component 2		-2.13720	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 1		1.81099	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 2		-0.31792	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Sichuan Basin		Sichuan Region	Cluster 2	Component 1		-0.69653	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Sichuan Basin		Sichuan Region	Cluster 2	Component 2		0.55168	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Southern Segment		Corridor Segment	Cluster 4	Component 1		-4.37847	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Southern Segment		Corridor Segment	Cluster 4	Component 2		1.48012	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Western Highland		Highland	Cluster 1	Component 1		2.38826	1.000	Yes
Scatter Coordinate	Time Period	2000-2500 Years	2000	Western Highland		Highland	Cluster 1	Component 2		-0.05592	1.000	Yes
Explained Variance	Time Period	2000-2500 Years	2000					Component 1		0.57098		
Explained Variance	Time Period	2000-2500 Years	2000					Component 2		0.19565		
Node Size	Time Period	2000-2500 Years	2000	Central Segment		Corridor Segment	Cluster 3			9.71521		Yes
Node Size	Time Period	2000-2500 Years	2000	North China		Northern Lowland	Cluster 1			11.42196		Yes
Node Size	Time Period	2000-2500 Years	2000	Northern Segment		Corridor Segment	Cluster 1			11.01129		Yes
Node Size	Time Period	2000-2500 Years	2000	Panxi and Liangshan		Sichuan Region	Cluster 3			9.29808		Yes
Node Size	Time Period	2000-2500 Years	2000	Qinghai-Tibet Plateau Core		Highland	Cluster 1			9.61649		Yes
Node Size	Time Period	2000-2500 Years	2000	Sichuan Basin		Sichuan Region	Cluster 2			11.05714		Yes
Node Size	Time Period	2000-2500 Years	2000	Southern Segment		Corridor Segment	Cluster 4			10.73274		Yes
Node Size	Time Period	2000-2500 Years	2000	Western Highland		Highland	Cluster 1			9.41188		Yes
Cluster Membership	Time Period	2500-3000 Years	2500	Central Segment		Corridor Segment	Cluster 3				1.000	Yes
Cluster Membership	Time Period	2500-3000 Years	2500	North China		Northern Lowland	Cluster 2				1.000	Yes
Cluster Membership	Time Period	2500-3000 Years	2500	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	2500-3000 Years	2500	Panxi and Liangshan		Sichuan Region	Cluster 3				1.000	Yes
Cluster Membership	Time Period	2500-3000 Years	2500	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	2500-3000 Years	2500	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Period	2500-3000 Years	2500	Southern Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Period	2500-3000 Years	2500	Western Highland		Highland	Cluster 1				1.000	Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Central Segment	North China	Corridor Segment				0.1920		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Central Segment	Northern Segment	Corridor Segment				0.3320		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Central Segment	Panxi and Liangshan	Corridor Segment				0.6600		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Central Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.3800		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Central Segment	Sichuan Basin	Corridor Segment				0.0860		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Central Segment	Southern Segment	Corridor Segment				0.0880		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Central Segment	Western Highland	Corridor Segment				0.3180		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	North China	Northern Segment	Northern Lowland				0.2460		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	North China	Panxi and Liangshan	Northern Lowland				0.1060		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	North China	Qinghai-Tibet Plateau Core	Northern Lowland				0.2100		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	North China	Sichuan Basin	Northern Lowland				0.6300		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	North China	Southern Segment	Northern Lowland				0.7020		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	North China	Western Highland	Northern Lowland				0.2060		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Northern Segment	Panxi and Liangshan	Corridor Segment				0.1680		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Northern Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.8480		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Northern Segment	Sichuan Basin	Corridor Segment				0.2540		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Northern Segment	Southern Segment	Corridor Segment				0.1380		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Northern Segment	Western Highland	Corridor Segment				0.8420		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Panxi and Liangshan	Qinghai-Tibet Plateau Core	Sichuan Region				0.2160		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Panxi and Liangshan	Sichuan Basin	Sichuan Region				0.0320		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Panxi and Liangshan	Southern Segment	Sichuan Region				0.0280		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Panxi and Liangshan	Western Highland	Sichuan Region				0.1460		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Qinghai-Tibet Plateau Core	Sichuan Basin	Highland				0.1920		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Qinghai-Tibet Plateau Core	Southern Segment	Highland				0.0740		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Qinghai-Tibet Plateau Core	Western Highland	Highland				0.8620		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Sichuan Basin	Southern Segment	Sichuan Region				0.7760		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Sichuan Basin	Western Highland	Sichuan Region				0.1820		Yes
Co-clustering Frequency	Time Period	2500-3000 Years	2500	Southern Segment	Western Highland	Corridor Segment				0.0740		Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Central Segment		Corridor Segment	Cluster 3	Component 1		-3.15997	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Central Segment		Corridor Segment	Cluster 3	Component 2		-0.69105	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	North China		Northern Lowland	Cluster 2	Component 1		2.06229	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	North China		Northern Lowland	Cluster 2	Component 2		-0.63739	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Northern Segment		Corridor Segment	Cluster 1	Component 1		0.48470	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Northern Segment		Corridor Segment	Cluster 1	Component 2		1.33545	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Panxi and Liangshan		Sichuan Region	Cluster 3	Component 1		-3.95539	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Panxi and Liangshan		Sichuan Region	Cluster 3	Component 2		-1.26032	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 1		-0.67000	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Qinghai-Tibet Plateau Core		Highland	Cluster 1	Component 2		1.48982	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Sichuan Basin		Sichuan Region	Cluster 2	Component 1		3.19833	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Sichuan Basin		Sichuan Region	Cluster 2	Component 2		-0.63577	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Southern Segment		Corridor Segment	Cluster 2	Component 1		2.03678	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Southern Segment		Corridor Segment	Cluster 2	Component 2		-1.70704	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Western Highland		Highland	Cluster 1	Component 1		0.00326	1.000	Yes
Scatter Coordinate	Time Period	2500-3000 Years	2500	Western Highland		Highland	Cluster 1	Component 2		2.10630	1.000	Yes
Explained Variance	Time Period	2500-3000 Years	2500					Component 1		0.70227		
Explained Variance	Time Period	2500-3000 Years	2500					Component 2		0.22234		
Node Size	Time Period	2500-3000 Years	2500	Central Segment		Corridor Segment	Cluster 3			9.78261		Yes
Node Size	Time Period	2500-3000 Years	2500	North China		Northern Lowland	Cluster 2			11.10391		Yes
Node Size	Time Period	2500-3000 Years	2500	Northern Segment		Corridor Segment	Cluster 1			10.60859		Yes
Node Size	Time Period	2500-3000 Years	2500	Panxi and Liangshan		Sichuan Region	Cluster 3			9.30965		Yes
Node Size	Time Period	2500-3000 Years	2500	Qinghai-Tibet Plateau Core		Highland	Cluster 1			9.24939		Yes
Node Size	Time Period	2500-3000 Years	2500	Sichuan Basin		Sichuan Region	Cluster 2			11.22166		Yes
Node Size	Time Period	2500-3000 Years	2500	Southern Segment		Corridor Segment	Cluster 2			11.29546		Yes
Node Size	Time Period	2500-3000 Years	2500	Western Highland		Highland	Cluster 1			8.96814		Yes
Cluster Membership	Time Period	3000-3500 Years	3000	Central Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	3000-3500 Years	3000	North China		Northern Lowland	Cluster 3				1.000	Yes
Cluster Membership	Time Period	3000-3500 Years	3000	Northern Segment		Corridor Segment	Cluster 1				1.000	Yes
Cluster Membership	Time Period	3000-3500 Years	3000	Panxi and Liangshan		Sichuan Region	Cluster 1				1.000	Yes
Cluster Membership	Time Period	3000-3500 Years	3000	Qinghai-Tibet Plateau Core		Highland	Cluster 1				1.000	Yes
Cluster Membership	Time Period	3000-3500 Years	3000	Sichuan Basin		Sichuan Region	Cluster 2				1.000	Yes
Cluster Membership	Time Period	3000-3500 Years	3000	Southern Segment		Corridor Segment	Cluster 2				1.000	Yes
Cluster Membership	Time Period	3000-3500 Years	3000	Western Highland		Highland	Cluster 1				1.000	Yes
Co-clustering Frequency	Time Period	3000-3500 Years	3000	Central Segment	North China	Corridor Segment				0.2020		Yes
Co-clustering Frequency	Time Period	3000-3500 Years	3000	Central Segment	Northern Segment	Corridor Segment				0.5640		Yes
Co-clustering Frequency	Time Period	3000-3500 Years	3000	Central Segment	Panxi and Liangshan	Corridor Segment				0.5840		Yes
Co-clustering Frequency	Time Period	3000-3500 Years	3000	Central Segment	Qinghai-Tibet Plateau Core	Corridor Segment				0.6140		Yes
Co-clustering Frequency	Time Period	3000-3500 Years	3000	Central Segment	Sichuan Basin	Corridor Segment				0.3440		Yes
Co-clustering Frequency	Time Period	3000-3500 Years	3000	Central Segment	Southern Segment	Corridor Segment				0.0780		Yes
Co-clustering Frequency	Time Period	3000-3500 Years	3000	Central Segment	Western Highland	Corridor Segment				0.6020		Yes
