haplogroup	n_samples	confidence	flag	complete_rho	complete_se	complete_age_kya	complete_ci_lo_kya	complete_ci_hi_kya	synonymous_rho	synonymous_se	synonymous_age_kya	synonymous_ci_lo_kya	synonymous_ci_hi_kya	hvsi_full_rho	hvsi_full_se	hvsi_full_age_kya	hvsi_full_ci_lo_kya	hvsi_full_ci_hi_kya	hvsi_trans_rho	hvsi_trans_se	hvsi_trans_age_kya	hvsi_trans_ci_lo_kya	hvsi_trans_ci_hi_kya	hvsii_rho	hvsii_se	hvsii_age_kya	hvsii_ci_lo_kya	hvsii_ci_hi_kya	control_rho	control_se	control_age_kya	control_ci_lo_kya	control_ci_hi_kya
M13a1+16148	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	1.3333	0.3333	12.0773	6.1594	17.9952
H1a4	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	7.4627	-7.1642	22.0895	0.3333	0.3333	3.0193	-2.8986	8.9372
U3a5a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
M20a6	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
M7b1a1v	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.6667	0.3333	5.2480	0.1050	10.3910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	6.0387	0.1208	11.9566
Q2a4f	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
P1d2c1a3a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
B4a1a1b30	6	low		0.6667	0.2108	1.7185	0.6509	2.7939	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.2108	11.1180	4.2270	18.0090	2.3333	0.3333	43.9717	31.6596	56.2837	0.0000	0.0000	0.0000	0.0000	0.0000	2.3333	0.3333	21.1353	15.2174	27.0532
H20c1a	3	low	ci_exceeds_ancestor	0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	6.0387	0.1208	11.9566
B5a1d7b	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	37.6900	37.6900	37.6900	0.0000	0.0000	0.0000	0.0000	0.0000	2.6667	0.3333	24.1547	18.2368	30.0726
U3b6	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	14.9253	0.2985	29.5522	1.6667	0.3333	15.0967	9.1788	21.0146
B5a1d4c	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	37.6900	37.6900	37.6900	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	18.1160	18.1160	18.1160
T2b4b	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
M53b2b+150	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	18.8450	18.8450	18.8450	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
M65a6d	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
T2b4f	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
T2b4h	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	6.0387	0.1208	11.9566
H13a2a11a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
L3e3b2a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
M52a1f2	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.6667	0.3333	5.2480	0.1050	10.3910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
D4h1a1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	7.4627	-7.1642	22.0895	1.3333	0.3333	12.0773	6.1594	17.9952
H1a1b	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
R0a2a1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
D4j35	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	1.3333	0.3333	12.0773	6.1594	17.9952
A26	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
M20a13c1	6	low		0.6667	0.2108	1.7185	0.6509	2.7939	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.2108	11.1180	4.2270	18.0090	0.5000	0.2236	9.4225	1.1633	17.6817	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.2108	6.0387	2.2959	9.7815
D4h3a4	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	6.0387	0.1208	11.9566
M7c1c2f	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	14.9253	0.2985	29.5522	0.6667	0.3333	6.0387	0.1208	11.9566
L3d1a1a4	12	medium	negative_lower_ci	0.6667	0.5817	1.7185	-1.2079	4.7046	0.0833	0.0833	0.6560	-0.6298	1.9418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2500	0.2500	5.5970	-5.3731	16.5671	1.2500	0.2500	11.3225	6.8841	15.7609
X2e2a1	6	low		0.6667	0.2108	1.7185	0.6509	2.7939	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.0000	0.0000	37.6900	37.6900	37.6900	0.1667	0.1667	3.7313	-3.5821	11.0447	2.1667	0.1667	19.6257	16.6667	22.5846
M60a2a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.6667	0.3333	5.2480	0.1050	10.3910	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
M3d4b1a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
H1u1	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
U4b1b1d	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
H1g1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	6.0387	0.1208	11.9566
J1d8a	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
H47a3	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
M27a2a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
H16a1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
H3a1a1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6667	0.3333	14.9253	0.2985	29.5522	0.6667	0.3333	6.0387	0.1208	11.9566
M11a1a1^	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
M2a1a1a1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
U3a1c1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
N9a11b	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
U4b5a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
H5a2a	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
J2a1a1d1	21	medium		0.6667	0.1436	1.7185	0.9902	2.4504	0.0476	0.0476	0.3749	-0.3599	1.1096	0.2381	0.0952	3.9707	0.8577	7.0838	0.2381	0.0952	4.4869	0.9692	8.0046	0.0476	0.0476	1.0661	-1.0235	3.1556	1.2857	0.1010	11.6460	9.8526	13.4394
HV6b1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
M8a2j1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	7.4627	-7.1642	22.0895	0.3333	0.3333	3.0193	-2.8986	8.9372
B4b1a2a2c	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	1.3333	0.3333	25.1267	12.8146	37.4387	0.0000	0.0000	0.0000	0.0000	0.0000	1.3333	0.3333	12.0773	6.1594	17.9952
T1a1i	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	7.4627	-7.1642	22.0895	0.3333	0.3333	3.0193	-2.8986	8.9372
F1f31	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	7.4627	-7.1642	22.0895	0.3333	0.3333	3.0193	-2.8986	8.9372
D4r2a1a	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	1.3333	0.3333	12.0773	6.1594	17.9952
F1f27	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
B4b1a3a5b	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.3333	0.3333	2.6240	-2.5190	7.7670	0.3333	0.3333	5.5590	-5.3366	16.4546	1.0000	0.0000	18.8450	18.8450	18.8450	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
B4b1a1c	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3333	0.6667	25.1267	0.5025	49.7508	0.0000	0.0000	0.0000	0.0000	0.0000	1.3333	0.6667	12.0773	0.2415	23.9131
K1a1a2a1	3	low		0.6667	0.3333	1.7185	0.0342	3.4224	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
R1a1a2	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.3333	0.3333	2.6240	-2.5190	7.7670	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
M3d1a1	3	low	negative_lower_ci	0.6667	0.6667	1.7185	-1.6302	5.1456	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	5.5590	-5.3366	16.4546	0.3333	0.3333	6.2817	-6.0304	18.5937	0.0000	0.0000	0.0000	0.0000	0.0000	0.3333	0.3333	3.0193	-2.8986	8.9372
M23	218	high		0.6560	0.0639	1.6907	1.3664	2.0159	0.1560	0.0263	1.2277	0.8221	1.6334	0.1147	0.0291	1.9125	0.9604	2.8646	0.0872	0.0212	1.6425	0.8579	2.4270	0.0734	0.0189	1.6432	0.8156	2.4707	0.2156	0.0370	1.9529	1.2955	2.6103
G2a2d	14	medium		0.6429	0.2482	1.6568	0.4011	2.9233	0.0714	0.0714	0.5623	-0.5398	1.6644	0.0714	0.0714	1.1912	-1.1436	3.5260	0.0714	0.0714	1.3461	-1.2922	3.9844	0.0714	0.0714	1.5991	-1.5352	4.7335	0.1429	0.0971	1.2940	-0.4290	3.0170
M8a2e	11	medium		0.6364	0.2787	1.6399	0.2310	3.0626	0.0909	0.0909	0.7156	-0.6870	2.1183	0.1818	0.1818	3.0322	-2.9109	8.9753	0.1818	0.1818	3.4264	-3.2893	10.1420	0.1818	0.1220	4.0705	-1.2814	9.4225	1.3636	0.2033	12.3518	8.7429	15.9608
R2j1	8	low	negative_lower_ci	0.6250	0.4978	1.6105	-0.8955	4.1602	0.3750	0.3750	2.9520	-2.8339	8.7379	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1250	0.1250	1.1322	-1.0870	3.3515
C4a2a1b1	8	low		0.6250	0.1830	1.6105	0.6841	2.5428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
U5b3a1a1	16	medium		0.6250	0.1250	1.6105	0.9770	2.2467	0.5000	0.1291	3.9360	1.9441	5.9279	0.0625	0.0625	1.0423	-1.0006	3.0852	0.0625	0.0625	1.1778	-1.1307	3.4863	0.0000	0.0000	0.0000	0.0000	0.0000	0.0625	0.0625	0.5661	-0.5435	1.6757
M3a1b1a2	8	low		0.6250	0.2631	1.6105	0.2806	2.9526	0.1250	0.1250	0.9840	-0.9446	2.9126	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
L3d1a1a1b	29	medium		0.6207	0.1948	1.5993	0.6132	2.5922	0.0000	0.0000	0.0000	0.0000	0.0000	0.2069	0.0766	3.4504	0.9481	5.9527	0.1724	0.0714	3.2491	0.6124	5.8859	0.3448	0.1428	7.7200	1.4551	13.9849	1.5517	0.1615	14.0555	11.1887	16.9223
F1a1a13a	13	medium		0.6154	0.1404	1.5856	0.8742	2.3005	0.3077	0.1332	2.4222	0.3665	4.4778	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1538	0.1042	3.4443	-1.1260	8.0147	0.1538	0.1042	1.3935	-0.4556	3.2427
M7b1a1t	13	medium		0.6154	0.2130	1.5856	0.5080	2.6711	0.1538	0.1042	1.2111	-0.3959	2.8181	0.2308	0.1216	3.8485	-0.1270	7.8241	0.2308	0.1216	4.3488	-0.1436	8.8413	0.0769	0.0769	1.7222	-1.6533	5.0976	1.3077	0.1332	11.8451	9.4797	14.2105
G2i1	5	low		0.6000	0.2449	1.5457	0.3076	2.7945	0.2000	0.2000	1.5744	-1.5114	4.6602	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.2449	8.9552	-1.7933	19.7037	1.4000	0.2449	12.6812	8.3325	17.0299
M7b1a2a1a1	5	low		0.6000	0.2449	1.5457	0.3076	2.7945	0.6000	0.2449	4.7232	0.9439	8.5025	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
F4a1c	5	low	negative_lower_ci	0.6000	0.4000	1.5457	-0.4707	3.5904	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2000	0.2000	10.8696	7.3189	14.4203
HV1a1a4b	5	low		0.6000	0.2449	1.5457	0.3076	2.7945	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.2000	3.3354	-3.2020	9.8728	0.2000	0.2000	3.7690	-3.6182	11.1562	0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	0.2449	12.6812	8.3325	17.0299
F1e3e	10	medium		0.6000	0.1633	1.5457	0.7191	2.3771	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.1633	6.6708	1.3330	12.0086	1.0000	0.2582	18.8450	9.3081	28.3819	0.1000	0.1000	2.2388	-2.1492	6.6268	1.1000	0.2769	9.9638	5.0480	14.8796
D4l2a1a	5	low	negative_lower_ci	0.6000	0.4000	1.5457	-0.4707	3.5904	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	0.2449	12.6812	8.3325	17.0299
M3c1b1b	5	low	negative_lower_ci	0.6000	0.4000	1.5457	-0.4707	3.5904	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.2449	6.6708	-1.3358	14.6774	1.4000	0.2449	26.3830	17.3355	35.4305	0.0000	0.0000	0.0000	0.0000	0.0000	1.4000	0.2449	12.6812	8.3325	17.0299
M7a1a1a	5	low	negative_lower_ci	0.6000	0.4000	1.5457	-0.4707	3.5904	0.2000	0.2000	1.5744	-1.5114	4.6602	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.0000	0.0000	9.0580	9.0580	9.0580
D4m2a3	5	low		0.6000	0.2449	1.5457	0.3076	2.7945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.6000	0.2449	14.4928	10.1441	18.8415
M5a3b	10	medium		0.6000	0.2667	1.5457	0.1983	2.9057	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.1333	3.3354	-1.0229	7.6937	0.4000	0.1633	7.5380	1.5063	13.5697	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.1633	3.6232	0.7240	6.5224
P1a1	5	low		0.6000	0.2449	1.5457	0.3076	2.7945	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4000	0.2449	8.9552	-1.7933	19.7037	1.4000	0.2449	12.6812	8.3325	17.0299
R35b	5	low	negative_lower_ci	0.6000	0.4000	1.5457	-0.4707	3.5904	0.2000	0.2000	1.5744	-1.5114	4.6602	0.2000	0.2000	3.3354	-3.2020	9.8728	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2000	0.2000	1.8116	-1.7391	5.3623
D4e3a	10	medium		0.6000	0.3055	1.5457	0.0031	3.1048	0.1000	0.1000	0.7872	-0.7557	2.3301	0.3000	0.1528	5.0031	0.0101	9.9961	0.3000	0.1528	5.6535	0.0114	11.2956	0.0000	0.0000	0.0000	0.0000	0.0000	1.3000	0.1528	11.7754	9.0635	14.4873
