# Reference: MtDNA genomes reveal relaxed purifying selection during human population expansion after the Last Glacial Maximum
HG	Time (95%CI) (kya)	
	ρ-based method	ML method
A33a1b	5.22  (0.39 , 10.19 )	3.54 (0.00, 8.08)
A33a2	1.47  (0.03 , 2.93 )	2.37 (0.00, 9.62)
A33b	9.25  (1.88 , 16.94 )	9.13 (4.68, 13.70)
A34	11.39  (4.98 , 18.05 )	11.06 (6.81, 15.41)
A34a	8.57  (2.32 , 15.05 )	7.35 (1.63, 13.28)
A34a1	2.59  (0.00 , 6.24 )	1.82 (0.00, 4.48)
A34b	5.22  (0.39 , 10.19 )	7.10 (0.00, 15.72)
A35	5.88  (1.24 , 10.66 )	5.21 (1.35, 9.18)
A36	15.91  (8.51 , 23.59 )	11.12 (7.36, 14.96)
A36a	7.42  (1.53 , 13.52 )	6.09 (2.20, 10.07)
A36a1	1.98  (0.43 , 3.56 )	2.92 (0.18, 5.72)
A36a2	5.22  (0.39 , 10.19 )	4.41 (0.00, 9.60)
A36b	13.37  (5.62 , 21.45 )	9.77 (5.43, 14.23)
A36c	4.16  (1.26 , 7.11 )	5.09 (1.11, 9.17)
A37	5.98  (1.94 , 10.12 )	7.22 (2.23, 12.38)
A38'39	9.93  (4.66 , 15.36 )	10.93 (3.87, 18.28)
A38	4.33  (0.00 , 9.59 )	4.03 (0.00, 9.84)
A39	5.88  (0.91 , 11.02 )	7.41 (0.62, 14.50)
A15	16.48  (9.64 , 23.57 )	14.32 (10.87, 17.83)
A15a-f	13.77  (9.40 , 18.24 )	13.53 (10.10, 17.03)
A15a	9.95  (7.91 , 12.02 )	10.35 (7.97, 12.76)
A15a1	8.57  (5.04 , 12.17 )	7.29 (4.34, 10.29)
A15a1a	3.46  (0.07 , 6.92 )	3.29 (0.00, 7.95)
A15a1b	1.72  (0.00 , 4.13 )	2.19 (0.00, 5.21)
A15a1c	3.90  (0.00 , 8.42 )	2.86 (0.00, 6.27)
A15a1d	7.89  (1.54 , 14.49 )	5.78 (2.14, 9.50)
A15a2	6.21  (2.91 , 9.58 )	6.47 (2.21, 10.84)
A15a2a	3.90  (1.68 , 6.14 )	4.59 (0.39, 8.91)
A15a2b	3.46  (0.00 , 7.71 )	3.97 (0.00, 8.90)
A15a2c	5.22  (0.10 , 10.50 )	4.59 (0.00, 9.67)
A15a3	2.59  (0.32 , 4.89 )	3.23 (0.00, 7.14)
A15a4	3.24  (0.40 , 6.14 )	4.16 (0.00, 8.72)
A15a5	3.46  (0.00 , 7.71 )	4.22 (0.00, 9.16)
A15a6	4.55  (0.72 , 8.49 )	5.40 (0.70, 10.25)
A15a7	6.36  (1.99 , 10.84 )	6.72 (1.86, 11.73)
A15a7a	4.55  (0.00 , 9.29 )	4.28 (0.00, 10.10)
A15a8	2.59  (0.00 , 5.57 )	3.05 (0.00, 9.45)
A15a9	5.46  (1.25 , 9.78 )	6.28 (2.15, 10.52)
A15a9a	3.24  (1.03 , 5.48 )	4.22 (0.26, 8.28)
A15a10	4.77  (1.63 , 7.98 )	4.72 (1.70, 7.79)
A15a10a	1.72  (0.00 , 3.81 )	2.37 (0.00, 5.89)
A15a11	3.46  (0.00 , 7.34 )	4.72 (0.00, 10.93)
A15a12'13	10.46  (5.91 , 15.12 )	8.81 (4.37, 13.37)
A15a12	12.91  (5.64 , 20.47 )	7.86 (3.44, 12.39)
A15a12a	6.10  (0.43 , 11.99 )	3.48 (0.00, 8.14)
A15a12b	6.10  (0.43 , 11.99 )	5.59 (0.88, 10.44)
A15a13	6.70  (2.59 , 10.91 )	6.91 (2.16, 11.80)
A15a13a	7.00  (1.55 , 12.63 )	5.46 (0.00, 12.73)
A15a13b	3.24  (0.00 , 7.56 )	3.79 (0.00, 10.34)
A15a14	5.22  (0.10 , 10.50 )	4.03 (0.00, 9.22)
A15a15'16	7.59  (1.72 , 13.68 )	8.11 (0.00, 17.31)
A15a15	1.72  (0.00 , 3.81 )	1.82 (0.00, 6.07)
A15a16	2.59  (0.00 , 6.24 )	2.74 (0.00, 6.52)
A15a17	6.55  (0.79 , 12.51 )	7.35 (1.75, 13.15)
A15a18	5.22  (0.10 , 10.50 )	5.28 (0.22, 10.50)
A15a19	6.55  (0.79 , 12.51 )	6.15 (0.36, 12.17)
A15a20	2.59  (0.00 , 6.24 )	2.31 (0.00, 5.46)
A15b	11.71  (5.70 , 17.92 )	9.26 (4.68, 13.96)
A15b1	6.55  (0.79 , 12.51 )	6.72 (1.38, 12.24)
A15b2	7.89  (1.54 , 14.49 )	4.78 (0.00, 9.86)
A15c	12.28  (3.85 , 21.11 )	8.81 (2.56, 15.30)
A15c1'2	10.66  (2.12 , 19.62 )	7.48 (3.44, 11.62)
A15c1	6.12  (0.00 , 13.05 )	5.03 (1.17, 8.99)
A15c1a	1.03  (0.19 , 1.87 )	2.31 (0.16, 4.49)
A15c1b	2.59  (0.05 , 5.16 )	3.17 (0.00, 6.96)
A15c2	1.29  (0.00 , 3.09 )	2.25 (0.00, 5.40)
A15c4	1.29  (0.00 , 3.84 )	1.58 (0.00, 6.92)
A15c5	2.59  (0.00 , 6.24 )	1.88 (0.00, 10.36)
A15d	14.97  (7.78 , 22.42 )	12.16 (8.13, 16.28)
A15d1	7.89  (2.38 , 13.59 )	6.91 (1.08, 12.95)
A15d2	10.61  (4.52 , 16.92 )	10.16 (3.37, 17.22)
A15e	3.63  (0.93 , 6.38 )	4.34 (0.00, 8.91)
A15f	12.79  (5.86 , 19.97 )	11.84 (7.07, 16.73)
A15f1	9.88  (3.66 , 16.33 )	9.84 (4.88, 14.94)
A15f1a	5.70  (2.73 , 8.73 )	6.09 (2.08, 10.20)
A15f1a1	5.22  (0.39 , 10.19 )	4.53 (0.56, 8.60)
A15f1b	1.29  (0.00 , 3.09 )	3.05 (0.00, 8.94)
A15f2	2.59  (0.05 , 5.16 )	2.68 (0.00, 6.21)
A15g	9.70  (2.72 , 16.96 )	11.45 (2.91, 20.41)
A15g1	3.63  (0.58 , 6.75 )	3.97 (0.26, 7.78)
A15g1a	2.59  (0.00 , 6.24 )	2.19 (0.00, 5.09)
A16	4.49  (1.04 , 8.02 )	5.03 (0.45, 9.74)
A16a	2.59  (0.51 , 4.69 )	3.11 (0.24, 6.03)
A17	21.74  (11.89 , 32.04 )	15.70 (13.12, 18.31)
A17a	13.31  (10.10 , 16.58 )	13.07 (10.03, 16.17)
A17a1	9.40  (3.94 , 15.03 )	9.58 (3.90, 15.45)
A17a1a	7.89  (1.71 , 14.31 )	7.10 (2.82, 11.49)
A17a1a1	5.55  (1.05 , 10.17 )	4.97 (1.46, 8.55)
A17a1a1a	3.90  (1.07 , 6.77 )	3.66 (0.55, 6.84)
A17a2'3	9.78  (5.34 , 14.33 )	9.07 (4.13, 14.15)
A17a2	5.22  (0.00 , 11.14 )	3.91 (0.00, 8.59)
A17a3	7.89  (3.44 , 12.46 )	6.53 (1.32, 11.92)
A17a3a	7.55  (3.00 , 12.23 )	5.28 (1.53, 9.12)
A17a3a1	4.33  (0.00 , 8.96 )	2.43 (0.00, 6.45)
A17a4	7.89  (3.42 , 12.49 )	6.28 (1.67, 11.02)
A17a4a	7.29  (1.14 , 13.69 )	4.03 (0.00, 8.47)
A17a4a1	3.33  (0.52 , 6.20 )	2.37 (0.22, 4.55)
A17a4a1a	1.72  (0.00 , 4.13 )	1.27 (0.00, 3.31)
A17a4b	2.59  (0.00 , 5.57 )	3.91 (0.00, 10.85)
A17a4c	1.29  (0.00 , 3.84 )	1.76 (0.00, 5.02)
A17a5	13.80  (7.01 , 20.84 )	11.58 (7.93, 15.30)
A17a5a	9.40  (4.24 , 14.71 )	8.68 (3.16, 14.40)
A17a5a1	6.55  (2.07 , 11.15 )	6.22 (1.73, 10.83)
A17a5b	7.89  (2.15 , 13.84 )	7.54 (2.65, 12.58)
A17a6	6.10  (0.82 , 11.56 )	4.78 (0.81, 8.86)
A17a6a	1.29  (0.00 , 3.09 )	1.51 (0.00, 4.29)
A17a7	9.70  (3.40 , 16.23 )	8.37 (2.85, 14.07)
A17a8	2.59  (0.00 , 6.24 )	4.28 (0.00, 12.00)
A17b	7.89  (1.66 , 14.36 )	7.54 (1.81, 13.47)
A18	11.86  (7.22 , 16.62 )	13.33 (8.28, 18.53)
A18a	2.59  (0.19 , 5.01 )	2.86 (0.00, 6.64)
A18b	7.44  (2.47 , 12.57 )	9.26 (3.23, 15.51)
A18c	4.33  (0.00 , 8.96 )	4.84 (0.04, 9.80)
A19	10.93  (6.18 , 15.80 )	10.61 (6.12, 15.21)
A19a	7.37  (3.76 , 11.07 )	6.97 (3.43, 10.60)
A19a1	6.10  (1.18 , 11.19 )	5.03 (1.64, 8.49)
A19a1a	4.16  (1.36 , 7.01 )	3.79 (0.90, 6.72)
A19a2	3.46  (0.07 , 6.92 )	3.23 (0.12, 6.40)
A19b	11.03  (4.05 , 18.29 )	9.19 (4.74, 13.76)
A19b1	1.61  (0.20 , 3.04 )	2.49 (0.00, 5.65)
A19b2	0.86  (0.00 , 2.55 )	1.33 (0.00, 4.83)
A19c	5.22  (0.10 , 10.50 )	6.66 (1.32, 12.18)
A25	5.12  (2.85 , 7.43 )	6.72 (3.90, 9.58)
A25a	1.55  (0.31 , 2.79 )	3.48 (0.36, 6.65)
A25b	7.89  (1.54 , 14.49 )	4.65 (1.28, 8.10)
A25c	2.59  (0.00 , 6.24 )	3.17 (0.00, 8.07)
A25d	2.59  (0.00 , 6.24 )	2.43 (0.00, 5.96)
A25e	1.29  (0.00 , 3.84 )	1.33 (0.00, 9.41)
A43	7.16  (3.68 , 10.71 )	7.16 (3.49, 10.92)
A43a	6.55  (1.39 , 11.87 )	5.46 (1.59, 9.43)
A43b	5.22  (1.03 , 9.52 )	5.09 (1.35, 8.92)
A44	3.90  (1.68 , 6.14 )	4.28 (1.51, 7.10)
A20	4.69  (0.01 , 9.51 )	11.19 (3.14, 19.61)
A21	8.40  (4.65 , 12.23 )	10.41 (3.73, 17.35)
A21a	4.33  (0.53 , 8.24 )	4.72 (0.03, 9.54)
A21b	6.10  (1.56 , 10.78 )	6.03 (0.95, 11.27)
A21c	4.55  (2.15 , 7.00 )	6.09 (2.32, 9.95)
A22	5.63  (2.35 , 8.97 )	6.34 (1.97, 10.84)
A22a	9.70  (2.11 , 17.63 )	5.21 (0.87, 9.68)
A22b	0.64  (0.00 , 1.91 )	1.33 (0.00, 4.22)
A22c	2.59  (0.00 , 6.24 )	3.05 (0.00, 10.96)
A24	3.66  (1.91 , 5.44 )	6.97 (3.30, 10.72)
A24a	2.59  (0.00 , 6.24 )	3.23 (0.00, 7.39)
A26	9.37  (3.11 , 15.86 )	7.73 (3.08, 12.52)
A26a	3.02  (0.00 , 6.99 )	1.94 (0.00, 5.33)
A40	5.34  (2.39 , 8.35 )	6.22 (2.45, 10.08)
A40a	4.69  (2.17 , 7.25 )	4.84 (1.22, 8.54)
A40b	2.59  (0.00 , 5.57 )	2.98 (0.00, 7.14)
A41	14.15  (7.93 , 20.57 )	12.94 (5.92, 20.24)
A41a	16.17  (8.64 , 23.99 )	9.90 (1.20, 19.05)
A41a1'2	15.86  (6.72 , 25.43 )	8.88 (1.54, 16.54)
A41a1	4.33  (0.00 , 8.96 )	5.34 (0.00, 12.21)
A41a2	5.22  (0.70 , 9.87 )	3.11 (0.00, 6.65)
A41b	1.47  (0.03 , 2.93 )	3.48 (0.00, 9.77)
A42	12.20  (7.38 , 17.14 )	10.99 (7.36, 14.70)
A42a	6.74  (2.07 , 11.55 )	6.72 (0.78, 12.88)
A42a1	4.16  (0.93 , 7.46 )	4.41 (0.32, 8.60)
A42b	7.59  (3.34 , 11.96 )	7.98 (3.57, 12.52)
A42b1	4.69  (1.61 , 7.83 )	5.15 (0.00, 11.00)
A42c	6.21  (0.87 , 11.74 )	5.46 (1.35, 9.68)
A42c1	4.77  (0.04 , 9.66 )	4.28 (0.68, 7.97)
A42c1a	1.55  (0.00 , 3.31 )	2.43 (0.00, 5.46)
A42d	3.90  (0.00 , 8.42 )	3.85 (0.00, 9.02)
A45	4.89  (2.39 , 7.42 )	5.90 (2.02, 9.88)
A46	5.22  (0.00 , 10.79 )	4.84 (0.00, 11.44)
A47	6.28  (1.23 , 11.49 )	5.84 (0.41, 11.46)
A47a	7.00  (0.57 , 13.68 )	4.41 (0.00, 9.72)
A48	6.10  (1.56 , 10.78 )	6.34 (1.61, 11.22)
A49	5.88  (0.91 , 11.02 )	6.91 (0.00, 14.23)
A49a	4.33  (0.53 , 8.24 )	4.47 (0.00, 10.80)
A50	7.00  (2.11 , 12.03 )	10.09 (1.62, 18.99)
A51	8.97  (2.30 , 15.92 )	10.54 (3.62, 17.75)
A52	1.93  (0.00 , 4.16 )	2.98 (0.00, 8.51)
A53	1.03  (0.00 , 2.47 )	2.00 (0.00, 5.89)
A54	4.77  (0.04 , 9.66 )	7.92 (0.75, 15.41)
A54a	2.06  (0.04 , 4.12 )	3.17 (0.06, 6.34)
A55	10.61  (3.18 , 18.36 )	12.81 (4.08, 21.97)
A56	5.88  (1.61 , 10.27 )	6.78 (1.44, 12.31)
A57	8.79  (2.30 , 15.55 )	10.99 (2.00, 20.46)
A58	11.39  (5.53 , 17.46 )	12.68 (2.99, 22.90)
A58a	5.22  (0.10 , 10.50 )	5.21 (0.00, 11.70)
A58b	7.89  (3.35 , 12.56 )	9.26 (0.00, 24.65)
A59	11.86  (5.37 , 18.59 )	10.28 (4.46, 16.31)
A59a	7.44  (2.47 , 12.57 )	6.03 (1.78, 10.39)
A60	11.99  (5.75 , 18.44 )	13.53 (6.11, 21.25)
A3	5.03  (2.67 , 7.42 )	5.78 (2.38, 9.25)
A3a	5.88  (2.01 , 9.84 )	4.59 (1.34, 7.92)
A7	7.77  (3.35 , 12.32 )	8.81 (4.86, 12.86)
A7a	7.26  (4.46 , 10.10 )	7.67 (4.35, 11.05)
A7a1	4.16  (0.34 , 8.07 )	5.71 (2.20, 9.31)
A7a2	9.25  (2.34 , 16.43 )	6.34 (2.33, 10.46)
A7b	0.86  (0.00 , 2.55 )	2.00 (0.00, 9.36)
A11	13.10  (8.00 , 18.33 )	10.74 (7.23, 14.31)
A11a	13.00  (5.85 , 20.44 )	9.77 (5.18, 14.48)
A11a1	10.44  (4.30 , 16.81 )	8.18 (3.51, 12.97)
A11a1a	8.36  (3.88 , 12.95 )	6.91 (2.28, 11.67)
A11a1a1	6.91  (4.38 , 9.48 )	6.15 (3.59, 8.76)
A11a1a1a	5.88  (1.24 , 10.66 )	4.16 (1.03, 7.35)
A11a1b	3.24  (0.00 , 6.67 )	3.60 (0.00, 18.00)
A11a2	7.89  (1.54 , 14.49 )	7.48 (2.23, 12.89)
A11b	10.06  (5.34 , 14.91 )	7.92 (3.26, 12.71)
A11b1	14.77  (6.28 , 23.63 )	7.16 (1.92, 12.57)
A61	14.77  (8.10 , 21.67 )	16.37 (7.46, 25.68)
A61a	2.06  (0.04 , 4.12 )	2.68 (0.00, 6.58)
A61b	0.86  (0.00 , 2.55 )	1.39 (0.00, 4.65)
A61c	5.88  (0.59 , 11.35 )	4.16 (0.00, 12.00)
A5	20.43  (13.60 , 27.49 )	20.19 (12.00, 28.70)
A5a	12.66  (5.33 , 20.28 )	10.35 (4.89, 15.98)
A5a1	10.09  (4.77 , 15.57 )	8.18 (5.83, 10.56)
A5a1a	10.41  (3.17 , 17.96 )	7.35 (4.89, 9.85)
A5a1a1	8.17  (2.06 , 14.51 )	6.53 (4.08, 9.02)
A5a1a1a	3.04  (1.95 , 4.14 )	4.22 (2.53, 5.93)
A5a1a1a1	3.46  (0.07 , 6.92 )	2.80 (0.41, 5.23)
A5a1a1a2	3.46  (0.07 , 6.92 )	2.80 (0.17, 5.47)
A5a1a1b	7.35  (3.19 , 11.62 )	5.53 (2.61, 8.50)
A5a1a1b1	5.22  (0.10 , 10.50 )	3.97 (0.00, 10.53)
A5a1a2	5.22  (1.03 , 9.52 )	5.15 (1.41, 8.99)
A5a1b	0.51  (0.00 , 1.53 )	4.90 (0.00, 9.99)
A5a1c	6.10  (1.25 , 11.11 )	5.84 (1.96, 9.82)
A5a1c1	4.55  (0.00 , 9.29 )	4.16 (0.44, 7.97)
A5a1d	2.59  (0.00 , 5.75 )	2.92 (0.00, 6.58)
A5a1e	1.03  (0.00 , 2.47 )	2.25 (0.00, 5.89)
A5a1f	1.72  (0.00 , 4.13 )	1.94 (0.00, 4.60)
A5a2	3.90  (0.00 , 8.42 )	4.34 (0.00, 9.16)
A5b	19.96  (11.91 , 28.31 )	18.37 (11.01, 25.99)
A5b1	11.45  (6.88 , 16.13 )	10.86 (6.62, 15.22)
A5b1a	7.12  (2.27 , 12.12 )	7.48 (2.35, 12.77)
A5b1a1	1.72  (0.00 , 4.13 )	1.76 (0.00, 4.29)
A5b1b	9.57  (6.12 , 13.09 )	8.62 (5.16, 12.15)
A5b1b1	11.73  (4.64 , 19.11 )	7.60 (4.16, 11.12)
A5b1b1a	3.39  (0.28 , 6.56 )	3.17 (0.65, 5.72)
A5b1b1a1	1.84  (0.00 , 3.78 )	1.94 (0.04, 3.87)
A5b1b1b	4.55  (0.00 , 9.29 )	4.41 (0.21, 8.72)
A5b1b1b1	3.46  (0.07 , 6.92 )	2.92 (0.00, 6.33)
A5b1b2	7.31  (3.96 , 10.74 )	6.47 (2.21, 10.84)
A5b1b2a	2.59  (0.00 , 5.57 )	2.13 (0.00, 4.79)
A5b1b2b	2.59  (0.00 , 6.24 )	1.94 (0.00, 5.58)
A5b1b3	3.90  (0.00 , 8.42 )	4.84 (0.15, 9.67)
A5b1b4	3.11  (0.00 , 6.70 )	3.29 (0.00, 15.19)
A5b1b5	3.46  (0.07 , 6.92 )	3.79 (0.00, 7.71)
A5b1b6	3.63  (0.00 , 7.39 )	3.42 (0.00, 8.08)
A5b1b6a	2.59  (0.00 , 5.57 )	2.06 (0.00, 6.07)
A5b1b7	1.72  (0.00 , 4.13 )	1.76 (0.00, 4.90)
A5b1c	8.93  (2.97 , 15.10 )	7.98 (3.20, 12.91)
A5b1c1	7.89  (3.18 , 12.74 )	6.53 (2.03, 11.16)
A5b1c1a	6.55  (2.59 , 10.60 )	4.78 (1.52, 8.11)
A5b1c1a1	4.33  (0.53 , 8.24 )	3.48 (0.00, 7.27)
A5b1d	3.71  (1.64 , 5.80 )	4.34 (1.45, 7.29)
A5b1d1	1.72  (0.00 , 4.13 )	1.82 (0.00, 4.84)
A5b1d2	3.90  (0.00 , 8.42 )	2.25 (0.00, 4.91)
A5b1e	7.89  (2.15 , 13.84 )	8.24 (3.21, 13.42)
A5b2	17.65  (10.89 , 24.63 )	16.37 (8.96, 24.06)
A5b2a	16.03  (10.22 , 22.01 )	14.98 (9.00, 21.14)
A5b2a1	6.45  (3.79 , 9.14 )	7.29 (3.73, 10.92)
A5b2a2	14.10  (7.04 , 21.44 )	12.23 (6.70, 17.92)
A5b2a2a	3.11  (0.95 , 5.30 )	3.60 (0.00, 7.77)
A5b2a2b	10.61  (4.86 , 16.56 )	9.96 (4.51, 15.59)
A5b2a2b1	5.22  (1.11 , 9.43 )	5.09 (0.63, 9.68)
A5b2a2b2	12.45  (3.46 , 21.89 )	8.24 (2.61, 14.07)
A5b2a3	12.45  (4.94 , 20.27 )	11.12 (2.12, 20.60)
A5b2a4	1.72  (0.00 , 5.15 )	1.51 (0.00, 5.63)
A5b2b	8.79  (3.56 , 14.19 )	10.28 (1.92, 19.06)
A5b2b1	4.33  (0.00 , 9.59 )	3.91 (0.00, 12.76)
A5b2c	1.29  (0.00 , 3.84 )	1.58 (0.00, 4.71)
A5c	4.33  (2.60 , 6.09 )	5.40 (3.09, 7.75)
A5c1	4.33  (1.38 , 7.35 )	3.91 (1.03, 6.85)
A8	16.29  (7.66 , 25.31 )	18.57 (5.47, 32.54)
A8a	16.17  (6.43 , 26.42 )	16.03 (4.20, 28.61)
A8a1	5.41  (1.34 , 9.58 )	5.34 (0.52, 10.31)
A8a1a	3.90  (0.00 , 8.23 )	3.54 (0.00, 7.58)
A8a2	7.00  (1.04 , 13.18 )	7.60 (0.00, 15.99)
A8b	0.86  (0.00 , 2.55 )	1.82 (0.00, 8.92)
A62	14.77  (5.88 , 24.08 )	14.84 (5.89, 24.23)
A63	13.22  (6.50 , 20.18 )	12.81 (0.00, 29.99)
A63a	10.61  (4.54 , 16.89 )	7.60 (2.83, 12.51)
A63a1	7.89  (2.49 , 13.48 )	5.59 (1.12, 10.19)
A63a1a	5.88  (0.59 , 11.35 )	4.47 (0.00, 9.41)
A63a1b	1.72  (0.00 , 4.13 )	1.64 (0.00, 3.92)
A64	12.75  (5.53 , 20.26 )	14.84 (4.43, 25.85)
A64a	9.52  (2.28 , 17.06 )	9.26 (0.71, 18.25)
A64a1	4.55  (0.00 , 9.29 )	4.03 (0.08, 8.09)
A64a1a	3.46  (0.07 , 6.92 )	2.74 (0.00, 5.90)
A64b	1.93  (0.00 , 4.16 )	3.17 (0.00, 9.20)
A65	6.74  (1.84 , 11.79 )	5.09 (0.28, 10.05)
A66	5.22  (0.10 , 10.50 )	7.54 (0.00, 30.84)
A10	9.70  (4.91 , 14.62 )	12.81 (0.00, 29.30)
A10a	12.82  (7.36 , 18.44 )	11.38 (4.79, 18.23)
N9	37.71  (25.78 , 50.15 )	52.33 (36.40, 68.95)
N9a	17.29  (13.05 , 21.61 )	17.01 (14.03, 20.03)
N9a1'3	14.61  (7.31 , 22.20 )	13.58 (8.02, 19.30)
N9a1	8.41  (3.35 , 13.63 )	9.18 (4.25, 14.26)
N9a1a	5.70  (4.83 , 6.57 )	6.78 (5.79, 7.77)
N9a1a1	7.06  (4.26 , 9.92 )	6.15 (4.80, 7.50)
N9a1a2	4.81  (2.81 , 6.84 )	5.27 (3.09, 7.49)
N9a1a2a	5.22  (0.41 , 10.17 )	3.97 (0.14, 7.89)
N9a1a2a1	2.59  (0.05 , 5.16 )	2.37 (0.00, 6.50)
N9a1a3	6.55  (0.79 , 12.51 )	5.15 (1.53, 8.85)
N9a1a4	3.81  (1.94 , 5.70 )	4.96 (2.42, 7.54)
N9a1a4a	1.72  (0.00 , 4.13 )	1.94 (0.00, 5.20)
N9a1a5	8.79  (3.28 , 14.48 )	5.77 (3.22, 8.37)
N9a1a6	3.02  (0.78 , 5.30 )	4.59 (0.00, 9.78)
N9a1a7	3.11  (0.23 , 6.04 )	3.66 (0.00, 7.83)
N9a1a8	5.22  (1.37 , 9.16 )	5.15 (0.57, 9.85)
N9a1a9	2.59  (0.00 , 5.57 )	3.04 (0.00, 6.70)
N9a1a10	3.90  (0.83 , 7.02 )	4.15 (0.00, 11.48)
N9a1a11	2.59  (0.79 , 4.40 )	4.40 (1.51, 7.35)
N9a1a12	7.00  (1.55 , 12.63 )	5.46 (1.83, 9.17)
N9a1a13	4.22  (1.43 , 7.07 )	4.59 (2.05, 7.16)
N9a1a14	2.26  (0.58 , 3.96 )	3.97 (0.97, 7.03)
N9a1a15	4.55  (0.72 , 8.49 )	3.78 (0.43, 7.21)
N9a1a16	4.33  (0.00 , 9.59 )	4.09 (0.00, 9.77)
N9a1a17	6.55  (0.79 , 12.51 )	5.15 (2.36, 7.98)
N9a1a18	9.25  (2.34 , 16.43 )	5.65 (3.34, 7.99)
N9a1a19	4.33  (0.53 , 8.24 )	4.40 (1.27, 7.59)
N9a1a20	5.22  (1.70 , 8.82 )	4.52 (1.04, 8.09)
N9a1a20a	5.88  (1.61 , 10.27 )	3.72 (0.72, 6.78)
N9a1a21	2.15  (0.26 , 4.06 )	2.98 (0.00, 6.39)
N9a1b	6.36  (1.13 , 11.76 )	6.65 (1.67, 11.78)
N9a1b1	3.79  (1.60 , 6.02 )	4.40 (1.39, 7.47)
N9a1b1a	1.93  (0.00 , 4.16 )	2.43 (0.00, 7.80)
N9a3	8.50  (6.46 , 10.57 )	8.67 (6.57, 10.81)
N9a3a	7.89  (2.69 , 13.26 )	6.65 (3.35, 10.01)
N9a3a1	3.46  (0.00 , 7.71 )	3.66 (0.00, 8.57)
N9a3b	7.31  (1.39 , 13.45 )	6.84 (3.30, 10.46)
N9a3b1	4.49  (0.00 , 9.48 )	4.65 (1.40, 7.97)
N9a3b1a	2.06  (0.63 , 3.51 )	2.98 (0.71, 5.29)
N9a3c	6.36  (1.53 , 11.34 )	6.34 (2.69, 10.07)
N9a3c1	3.63  (0.26 , 7.08 )	3.53 (0.54, 6.59)
N9a3c2	3.90  (0.00 , 8.42 )	3.91 (0.00, 9.08)
N9a3d	3.71  (1.40 , 6.05 )	4.28 (0.68, 7.96)
N9a3e	6.55  (2.46 , 10.75 )	6.52 (1.55, 11.65)
N9a3f	2.21  (0.44 , 4.01 )	3.04 (0.06, 6.08)
N9a3g	4.55  (0.72 , 8.49 )	5.71 (1.83, 9.68)
N9a3h	5.60  (0.57 , 10.78 )	5.65 (2.01, 9.36)
N9a3h1	3.46  (0.77 , 6.19 )	3.66 (0.78, 6.59)
N9a3i	1.93  (0.00 , 5.80 )	1.57 (0.00, 6.42)
N9a3j	2.59  (0.00 , 6.24 )	2.86 (0.00, 7.87)
N9a3k	11.30  (2.88 , 20.12 )	5.27 (1.53, 9.11)
N9a3k1	2.59  (0.00 , 5.57 )	1.63 (0.00, 3.68)
N9a2	8.80  (5.93 , 11.71 )	8.80 (6.69, 10.94)
N9a2a	6.78  (4.83 , 8.75 )	7.22 (5.00, 9.46)
N9a2a1	3.90  (1.18 , 6.65 )	4.15 (0.44, 7.96)
N9a2a1a	2.59  (0.00 , 5.57 )	2.37 (0.00, 5.89)
N9a2a1b	5.22  (0.10 , 10.50 )	4.15 (0.08, 8.33)
N9a2a2	4.22  (1.74 , 6.75 )	5.02 (2.12, 7.98)
N9a2a2a	2.59  (0.00 , 6.24 )	2.61 (0.00, 6.38)
N9a2a3	3.63  (0.93 , 6.38 )	3.53 (0.66, 6.46)
N9a2a4	8.79  (1.86 , 16.02 )	5.83 (2.92, 8.80)
N9a2a5	3.90  (0.00 , 8.42 )	3.84 (0.00, 8.89)
N9a2c	4.04  (1.91 , 6.20 )	5.02 (2.00, 8.10)
N9a2d	4.55  (0.72 , 8.49 )	4.90 (0.00, 10.48)
N9a2e	1.72  (0.00 , 4.13 )	2.00 (0.00, 4.78)
N9a2f	5.22  (0.10 , 10.50 )	4.71 (0.39, 9.16)
N9a2g	5.22  (0.39 , 10.19 )	5.83 (0.06, 11.83)
N9a2h	5.88  (1.61 , 10.27 )	6.15 (2.50, 9.88)
N9a2h1	3.90  (0.00 , 8.42 )	3.84 (0.13, 7.64)
N9a2i	6.10  (0.43 , 11.99 )	6.15 (1.90, 10.50)
N9a2j	2.59  (0.00 , 6.24 )	2.06 (0.00, 5.70)
N9a2k	3.90  (0.00 , 8.42 )	3.91 (0.00, 9.20)
N9a2l	4.16  (0.93 , 7.46 )	4.09 (0.00, 9.02)
N9a2l1	3.90  (0.00 , 8.42 )	2.74 (0.00, 5.89)
N9a2m	4.33  (0.00 , 8.96 )	5.33 (0.05, 10.80)
N9a2n	5.22  (0.10 , 10.50 )	5.83 (1.24, 10.56)
N9a2o	1.93  (0.15 , 3.75 )	2.74 (0.00, 5.89)
N9a4	8.78  (5.26 , 12.37 )	9.12 (3.22, 15.23)
N9a4a	4.42  (2.07 , 6.81 )	5.21 (1.71, 8.79)
N9a4a1	3.90  (0.00 , 8.42 )	2.61 (0.00, 5.65)
N9a4b	3.79  (0.00 , 8.03 )	5.27 (0.00, 14.95)
N9a4b1	2.32  (0.64 , 4.03 )	3.60 (0.00, 8.51)
N9a4c-f	8.22  (4.63 , 11.87 )	7.72 (3.92, 11.61)
N9a4c	6.36  (1.00 , 11.89 )	5.77 (1.90, 9.74)
N9a4c1	4.33  (0.93 , 7.82 )	4.28 (0.68, 7.96)
